,sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
2257,955,one-to-one,dn_1031,ngm_1085,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2258,955,one-to-one,dn_1031,ngm_1085,MISSING,Giorgio Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2259,955,one-to-one,dn_1031,ngm_1085,MISSING,Giorgio Ippolita,MISSING,DET,MISSING,nmod,leftover_target,
2260,956,one-to-many,dn_1032,ngm_1086 ngm_1087,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.404165458056792
2261,956,one-to-many,dn_1032,ngm_1086 ngm_1087,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2262,957,one-to-one,dn_1033,ngm_1088,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2263,957,one-to-one,dn_1033,ngm_1088,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
2264,958,one-to-one,dn_1034,ngm_1089,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
2265,958,one-to-one,dn_1034,ngm_1089,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2266,959,one-to-one,dn_1035,ngm_1090,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2267,960,one-to-many,dn_1036,ngm_1091 ngm_1092,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
2268,960,one-to-many,dn_1036,ngm_1091 ngm_1092,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2269,960,one-to-many,dn_1036,ngm_1091 ngm_1092,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2270,961,one-to-one,dn_1037,ngm_1093,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,leftover_target,
2271,961,one-to-one,dn_1037,ngm_1093,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2272,961,one-to-one,dn_1037,ngm_1093,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2273,961,one-to-one,dn_1037,ngm_1093,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2274,962,one-to-one,dn_1038,ngm_1094,Giorgio Ippolita,Giorgio Ippolita,DET,NOUN,nmod,nmod,explicit_ref_case,
2275,962,one-to-one,dn_1038,ngm_1094,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,obj,nsubj,explicit_ref_only,
2276,962,one-to-one,dn_1038,ngm_1094,Giorgio Ippolita,MISSING,DET,MISSING,obj,MISSING,leftover_source,
2277,962,one-to-one,dn_1038,ngm_1094,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2278,964,one-to-one,dn_1040,ngm_1096,MISSING,Giorgio,MISSING,PRON,MISSING,obj,leftover_target,
2279,964,one-to-one,dn_1040,ngm_1096,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
2280,964,one-to-one,dn_1040,ngm_1096,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2281,964,one-to-one,dn_1040,ngm_1096,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2282,964,one-to-one,dn_1040,ngm_1096,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2283,965,one-to-one,dn_1041,ngm_1097,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2284,966,one-to-one,dn_1042,ngm_1098,Ippolita,Ippolita,PRON,PRON,nsubj,nmod,explicit_ref_pos,
2285,967,one-to-one,dn_1043,ngm_1099,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.6198008276703881
2286,967,one-to-one,dn_1043,ngm_1099,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2287,968,one-to-one,dn_1044,ngm_1100,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
2288,968,one-to-one,dn_1044,ngm_1100,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2289,968,one-to-one,dn_1044,ngm_1100,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2290,969,one-to-many,dn_1045,ngm_1101 ngm_1102 ngm_1103,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
2291,969,one-to-many,dn_1045,ngm_1101 ngm_1102 ngm_1103,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2292,969,one-to-many,dn_1045,ngm_1101 ngm_1102 ngm_1103,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2293,969,one-to-many,dn_1045,ngm_1101 ngm_1102 ngm_1103,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
2294,969,one-to-many,dn_1045,ngm_1101 ngm_1102 ngm_1103,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2295,970,one-to-one,dn_1046,ngm_1104,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2296,971,one-to-one,dn_1047,ngm_1105,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2297,971,one-to-one,dn_1047,ngm_1105,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
2298,972,one-to-one,dn_1048,ngm_1106,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2299,973,one-to-one,dn_1049,ngm_1107,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2300,973,one-to-one,dn_1049,ngm_1107,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2301,974,one-to-one,dn_1050,ngm_1108,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
2302,974,one-to-one,dn_1050,ngm_1108,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2303,974,one-to-one,dn_1050,ngm_1108,Ippolita,Ippolita,DET,PRON,nmod,nmod,explicit_ref_case,
2304,974,one-to-one,dn_1050,ngm_1108,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2305,974,one-to-one,dn_1050,ngm_1108,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2306,974,one-to-one,dn_1050,ngm_1108,MISSING,Ippolita Ippolitas-husband,MISSING,NOUN,MISSING,obj,leftover_target,
2307,974,one-to-one,dn_1050,ngm_1108,Ippolitas-husband,Ippolitas-husband,NOUN,NOUN,obj,obj,explicit_full,
2308,975,one-to-one,dn_1051,ngm_1109,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2309,975,one-to-one,dn_1051,ngm_1109,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2310,976,one-to-one,dn_1052,ngm_1110,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2311,976,one-to-one,dn_1052,ngm_1110,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2312,976,one-to-one,dn_1052,ngm_1110,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2313,978,one-to-many,dn_1054,ngm_1112 ngm_1113,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2314,978,one-to-many,dn_1054,ngm_1112 ngm_1113,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2315,978,one-to-many,dn_1054,ngm_1112 ngm_1113,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2316,979,one-to-many,dn_1055,ngm_1114 ngm_1115,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2317,979,one-to-many,dn_1055,ngm_1114 ngm_1115,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2318,981,one-to-many,dn_1058,ngm_1117 ngm_1118,Giorgio,Giorgio,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
2319,981,one-to-many,dn_1058,ngm_1117 ngm_1118,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2320,981,one-to-many,dn_1058,ngm_1117 ngm_1118,MISSING,Giorgio,MISSING,NOUN,MISSING,nmod,leftover_target,
2321,981,one-to-many,dn_1058,ngm_1117 ngm_1118,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
2322,982,one-to-one,dn_1059,ngm_1119,Giorgio,Giorgio,PRON,PROPN,obj,nmod,explicit_ref_only,
2323,982,one-to-one,dn_1059,ngm_1119,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2324,982,one-to-one,dn_1059,ngm_1119,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2325,982,one-to-one,dn_1059,ngm_1119,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2326,983,one-to-one,dn_1060,ngm_1120,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2327,984,one-to-many,dn_1061,ngm_1121 ngm_1122,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2328,984,one-to-many,dn_1061,ngm_1121 ngm_1122,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.20444600402362761
2329,984,one-to-many,dn_1061,ngm_1121 ngm_1122,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2330,984,one-to-many,dn_1061,ngm_1121 ngm_1122,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2331,984,one-to-many,dn_1061,ngm_1121 ngm_1122,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2332,985,one-to-many,dn_1062,ngm_1123 ngm_1124,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2333,985,one-to-many,dn_1062,ngm_1123 ngm_1124,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2334,985,one-to-many,dn_1062,ngm_1123 ngm_1124,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2335,985,one-to-many,dn_1062,ngm_1123 ngm_1124,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2336,985,one-to-many,dn_1062,ngm_1123 ngm_1124,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2337,986,one-to-many,dn_1063,ngm_1125 ngm_1126,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
2338,986,one-to-many,dn_1063,ngm_1125 ngm_1126,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.13648212514666894
2339,986,one-to-many,dn_1063,ngm_1125 ngm_1126,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.24371535451064708
2340,986,one-to-many,dn_1063,ngm_1125 ngm_1126,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2341,987,one-to-one,dn_1064,ngm_1127,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2342,988,one-to-one,dn_1065,ngm_1128,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3232042133808136
2343,988,one-to-one,dn_1065,ngm_1128,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,leftover_target,
2344,988,one-to-one,dn_1065,ngm_1128,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2345,988,one-to-one,dn_1065,ngm_1128,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2346,989,many-to-one,dn_1066 dn_1067,ngm_1129,Giorgio,Giorgio,NOUN,PRON,vocative,vocative,explicit_ref_case,
2347,989,many-to-one,dn_1066 dn_1067,ngm_1129,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2348,990,one-to-one,dn_1068,ngm_1130,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
2349,990,one-to-one,dn_1068,ngm_1130,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2350,990,one-to-one,dn_1068,ngm_1130,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2351,990,one-to-one,dn_1068,ngm_1130,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2352,990,one-to-one,dn_1068,ngm_1130,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2353,991,one-to-one,dn_1069,ngm_1131,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.32547917515039443
2354,991,one-to-one,dn_1069,ngm_1131,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4402813022786921
2355,993,one-to-one,dn_1071,ngm_1133,Giorgio,MISSING,NOUN,MISSING,vocative,MISSING,leftover_source,
2356,993,one-to-one,dn_1071,ngm_1133,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2357,993,one-to-one,dn_1071,ngm_1133,MISSING,Ippolita,MISSING,PRON,MISSING,vocative,leftover_target,
2358,995,one-to-one,dn_1073,ngm_1135,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2359,996,one-to-one,dn_1074,ngm_1136,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2360,996,one-to-one,dn_1074,ngm_1136,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2361,996,one-to-one,dn_1074,ngm_1136,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2362,996,one-to-one,dn_1074,ngm_1136,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2363,997,one-to-one,dn_1075,ngm_1137,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_single,
2364,997,one-to-one,dn_1075,ngm_1137,Giorgio,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2365,1001,one-to-one,dn_1079,ngm_1141,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2366,1002,one-to-one,dn_1080,ngm_1142,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
2367,1002,one-to-one,dn_1080,ngm_1142,Giorgio,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
2368,1002,one-to-one,dn_1080,ngm_1142,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2369,1002,one-to-one,dn_1080,ngm_1142,Ippolita,Ippolita,NOUN,PRON,nmod,nmod,explicit_ref_case,
2370,1003,one-to-one,dn_1081,ngm_1143,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2371,1005,one-to-one,dn_1083,ngm_1145,Giorgio Ippolita,Giorgio Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2372,1006,one-to-one,dn_1084,ngm_1146,Giorgio,Giorgio,PRON,PRON,nsubj,nsubj,explicit_full,
2373,1006,one-to-one,dn_1084,ngm_1146,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2374,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,Giorgio,Giorgio,DET,PRON,nmod,nmod,explicit_ref_case,
2375,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,Giorgio,Giorgio,DET,PROPN,nmod,nmod,explicit_ref_case,
2376,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.29349277439823535
2377,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,leftover_target,
2378,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2379,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2380,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2381,1007,one-to-many,dn_1085,ngm_1147 ngm_1148 ngm_1149,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
2382,1008,one-to-one,dn_1086,ngm_1150,Giorgio,Giorgio,PRON,PRON,obj,obj,explicit_full,
2383,1008,one-to-one,dn_1086,ngm_1150,Giorgio,Giorgio,PRON,PRON,obj,nmod,explicit_ref_pos,
2384,1012,one-to-one,dn_1090,ngm_1156,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
2385,1013,one-to-one,dn_1091,ngm_1157,Ippolita,Ippolita,PROPN,PROPN,nsubj,nsubj,explicit_full,
2386,1013,one-to-one,dn_1091,ngm_1157,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2387,1013,one-to-one,dn_1091,ngm_1157,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2388,1013,one-to-one,dn_1091,ngm_1157,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2389,1014,one-to-one,dn_1092,ngm_1158,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2390,1014,one-to-one,dn_1092,ngm_1158,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2391,1015,one-to-one,dn_1093,ngm_1159,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2392,1015,one-to-one,dn_1093,ngm_1159,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2393,1015,one-to-one,dn_1093,ngm_1159,aunt-Giovianna,aunt-Giovianna,NOUN,PROPN,obj,nmod,explicit_ref_only,
2394,1016,one-to-many,dn_1094,ngm_1160 ngm_1161,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2395,1016,one-to-many,dn_1094,ngm_1160 ngm_1161,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2396,1016,one-to-many,dn_1094,ngm_1160 ngm_1161,aunt-Giovianna,aunt-Giovianna,NOUN,NOUN,nsubj,nsubj,explicit_full,
2397,1016,one-to-many,dn_1094,ngm_1160 ngm_1161,aunt-Giovianna,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2398,1016,one-to-many,dn_1094,ngm_1160 ngm_1161,MISSING,aunt-Giovianna,MISSING,NOUN,MISSING,vocative,leftover_target,
2399,1017,one-to-one,dn_1095,ngm_1162,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
2400,1017,one-to-one,dn_1095,ngm_1162,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4839187423388163
2401,1017,one-to-one,dn_1095,ngm_1162,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2402,1017,one-to-one,dn_1095,ngm_1162,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2403,1017,one-to-one,dn_1095,ngm_1162,aunt-Giovianna,aunt-Giovianna,DET,NOUN,nmod,nsubj,explicit_ref_only,
2404,1017,one-to-one,dn_1095,ngm_1162,aunt-Giovianna,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2405,1018,one-to-one,dn_1096,ngm_1163,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2406,1018,one-to-one,dn_1096,ngm_1163,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2407,1018,one-to-one,dn_1096,ngm_1163,aunt-Giovianna,aunt-Giovianna,NULL,NULL,nsubj,nsubj,zero_zero_single,
2408,1018,one-to-one,dn_1096,ngm_1163,MISSING,aunt-Giovianna,MISSING,NOUN,MISSING,nsubj,leftover_target,
2409,1019,one-to-one,dn_1097,ngm_1164,aunt-Giovianna,aunt-Giovianna,NOUN,NOUN,vocative,vocative,explicit_full,
2410,1020,one-to-one,dn_1098,ngm_1165,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.5106291468934349
2411,1020,one-to-one,dn_1098,ngm_1165,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2412,1020,one-to-one,dn_1098,ngm_1165,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2413,1020,one-to-one,dn_1098,ngm_1165,aunt-Giovianna,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2414,1020,one-to-one,dn_1098,ngm_1165,aunt-Giovianna,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
2415,1020,one-to-one,dn_1098,ngm_1165,aunt-Giovianna,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
2416,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,Giorgio,Giorgio,PROPN,PROPN,obj,obj,explicit_full,
2417,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2418,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2419,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2420,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2421,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2422,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2423,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2424,1021,one-to-many,dn_1099,ngm_1166 ngm_1167 ngm_1168,pavers,pavers,NOUN,NOUN,nsubj,nsubj,explicit_full,
2425,1022,one-to-one,dn_1100,ngm_1169,Ippolita,Ippolita,NULL,PRON,nsubj,nsubj,zero_to_tgt_anchor,
2426,1022,one-to-one,dn_1100,ngm_1169,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2427,1022,one-to-one,dn_1100,ngm_1169,MISSING,aunt-Giovianna,MISSING,NULL,MISSING,nsubj,leftover_target,
2428,1023,one-to-many,dn_1101,ngm_1170 ngm_1171,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2429,1024,one-to-one,dn_1102,ngm_1172,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2430,1025,many-to-one,dn_1103 dn_1104,ngm_1173,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
2431,1025,many-to-one,dn_1103 dn_1104,ngm_1173,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.4322648160818483
2432,1025,many-to-one,dn_1103 dn_1104,ngm_1173,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2433,1025,many-to-one,dn_1103 dn_1104,ngm_1173,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2434,1026,one-to-one,dn_1105,ngm_1174,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2435,1026,one-to-one,dn_1105,ngm_1174,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2436,1026,one-to-one,dn_1105,ngm_1174,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2437,1027,one-to-many,dn_1106,ngm_1175 ngm_1176,Ippolita,Ippolita,PRON,PRON,obj,obj,explicit_full,
2438,1027,one-to-many,dn_1106,ngm_1175 ngm_1176,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
2439,1027,one-to-many,dn_1106,ngm_1175 ngm_1176,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2440,1030,many-to-one,dn_1109 dn_1110,ngm_1179,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
2441,1030,many-to-one,dn_1109 dn_1110,ngm_1179,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.34168596899331505
2442,1030,many-to-one,dn_1109 dn_1110,ngm_1179,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2443,1030,many-to-one,dn_1109 dn_1110,ngm_1179,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2444,1030,many-to-one,dn_1109 dn_1110,ngm_1179,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2445,1031,one-to-one,dn_1111,ngm_1180,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2446,1031,one-to-one,dn_1111,ngm_1180,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2447,1033,one-to-many,dn_1113,ngm_1182 ngm_1183,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.47257511605257857
2448,1033,one-to-many,dn_1113,ngm_1182 ngm_1183,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
2449,1033,one-to-many,dn_1113,ngm_1182 ngm_1183,MISSING,Ippolita,MISSING,PRON,MISSING,nmod,leftover_target,
2450,1034,one-to-one,dn_1114,ngm_1184,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
2451,1035,one-to-many,dn_1115,ngm_1185 ngm_1186,Ippolita,Ippolita,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
2452,1035,one-to-many,dn_1115,ngm_1185 ngm_1186,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
2453,1037,one-to-one,dn_1118,ngm_1188,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
2454,1037,one-to-one,dn_1118,ngm_1188,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2455,1037,one-to-one,dn_1118,ngm_1188,aunt-Giovianna,aunt-Giovianna,NOUN,NOUN,nmod,nmod,explicit_full,
2456,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,Clarice,Clarice,NOUN,NOUN,nsubj,nsubj,explicit_full,
2457,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,Clarice,Clarice,NOUN,PRON,nsubj,nsubj,explicit_ref_case,
2458,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,Clarice,Clarice,NOUN,NOUN,obj,pred,explicit_ref_pos,
2459,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,Clarice,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
2460,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,MISSING,Clarice,MISSING,NOUN,MISSING,pred,leftover_target,
2461,1038,one-to-many,dn_1119,ngm_1189 ngm_1190,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
2462,1039,one-to-one,dn_1120,ngm_1191,aunt-Giovianna,aunt-Giovianna,NOUN,NOUN,nsubj,nsubj,explicit_full,
